,Date,Site ID,Daily Mean PM2.5 Concentration,Units_PM2.5,Daily AQI Value_PM2.5,State,County,Site Latitude,Site Longitude,Daily Max 8-hour Ozone Concentration,Units_O3,Daily AQI Value_O3,Daily Max 1-hour NO2 Concentration,Units_NO2,Daily AQI Value_NO2,Daily Max 8-hour CO Concentration,Units_CO,Daily AQI Value_CO
0,01/01/2025,60010009,12.2,ug/m3 LC,57.0,California,Alameda,37.743065,-122.169935,0.01,ppm,9.0,,,,,,
1,01/01/2025,60010011,20.9,ug/m3 LC,73.0,California,Alameda,37.814781,-122.282347,0.012,ppm,11.0,,,,,,
2,01/01/2025,60010012,11.0,ug/m3 LC,55.0,California,Alameda,37.793624,-122.263376,,,,,,,,,
3,01/01/2025,60010013,14.0,ug/m3 LC,60.0,California,Alameda,37.8647670009145,-122.302741,0.008,ppm,7.0,,,,,,
4,01/01/2025,60010015,8.4,ug/m3 LC,47.0,California,Alameda,37.7012220009132,-121.903019,,,,,,,,,
5,01/01/2025,60010016,11.3,ug/m3 LC,55.0,California,Alameda,37.68975,-121.77155,0.022,ppm,20.0,,,,,,
6,01/01/2025,60012001,,,,California,Alameda,37.654456,-122.031547,0.026,ppm,24.0,,,,,,
7,01/01/2025,60050002,,,,California,Amador,38.342606,-120.764426,0.022,ppm,20.0,,,,,,
8,01/01/2025,60070008,19.2,ug/m3 LC,70.0,California,Butte,39.76168,-121.84047,0.014,ppm,13.0,12.3,ppb,11.0,0.5,ppm,6.0
9,01/01/2025,60070008,19.7,ug/m3 LC,71.0,California,Butte,39.76168,-121.84047,0.014,ppm,13.0,12.3,ppb,11.0,0.5,ppm,6.0
10,01/01/2025,60072003,4.6,ug/m3 LC,26.0,California,Butte,39.75786,-121.60791,0.029,ppm,27.0,,,,,,
11,01/01/2025,60074001,14.6,ug/m3 LC,61.0,California,Butte,39.327563,-121.668811,,,,,,,,,
12,01/01/2025,60090001,9.7,ug/m3 LC,52.0,California,Calaveras,38.20185,-120.680277,0.021,ppm,19.0,,,,,,
13,01/01/2025,60110007,1.6,ug/m3 LC,9.0,California,Colusa,39.0212210009231,-122.281803,,,,,,,,,
14,01/01/2025,60111002,12.3,ug/m3 LC,57.0,California,Colusa,39.18919,-121.99887,0.016,ppm,15.0,,,,,,
15,01/01/2025,60130002,7.8,ug/m3 LC,43.0,California,Contra Costa,37.936013,-122.026154,0.012,ppm,11.0,,,,,,
16,01/01/2025,60131004,10.9,ug/m3 LC,54.0,California,Contra Costa,37.9604,-122.356811,0.016,ppm,15.0,,,,,,
17,01/01/2025,60150002,0.2,ug/m3 LC,1.0,California,Del Norte,41.560952388,-124.083964246,,,,,,,,,
18,01/01/2025,60150007,2.5,ug/m3 LC,14.0,California,Del Norte,41.7561300009374,-124.20347,,,,,,,,,
19,01/01/2025,60172004,,,,California,El Dorado,38.73196,-120.81162,0.014,ppm,13.0,,,,,,
20,01/01/2025,60179001,1.6,ug/m3 LC,9.0,California,El Dorado,38.9248,-119.97,,,,,,,,,
21,01/01/2025,60179002,0.2,ug/m3 LC,1.0,California,El Dorado,38.98,-120.1,,,,,,,,,
22,01/01/2025,60190007,,,,California,Fresno,36.705474,-119.741332,0.024,ppm,22.0,26.2,ppb,25.0,,,
23,01/01/2025,60190011,64.2,ug/m3 LC,157.0,California,Fresno,36.78538,-119.77321,0.028,ppm,26.0,22.2,ppb,21.0,1.2,ppm,14.0
24,01/01/2025,60190011,39.5,ug/m3 LC,111.0,California,Fresno,36.78538,-119.77321,0.028,ppm,26.0,22.2,ppb,21.0,1.2,ppm,14.0
25,01/01/2025,60190011,35.6,ug/m3 LC,101.0,California,Fresno,36.78538,-119.77321,0.028,ppm,26.0,22.2,ppb,21.0,1.2,ppm,14.0
26,01/01/2025,60190242,,,,California,Fresno,36.841592,-119.874739,0.028,ppm,26.0,14.9,ppb,13.0,,,
27,01/01/2025,60190500,7.5,ug/m3 LC,42.0,California,Fresno,36.9851185574381,-119.658339349936,0.031,ppm,29.0,,,,,,
28,01/01/2025,60192008,8.0,ug/m3 LC,44.0,California,Fresno,36.198672,-120.101096,,,,,,,,,
29,01/01/2025,60192009,1.1,ug/m3 LC,6.0,California,Fresno,36.6342250009037,-120.382331,,,,,,,,,
30,01/01/2025,60192016,42.9,ug/m3 LC,119.0,California,Fresno,36.710833,-119.7775,,,,24.6,ppb,23.0,0.9,ppm,10.0
31,01/01/2025,60194001,,,,California,Fresno,36.597442,-119.503659,0.025,ppm,23.0,10.9,ppb,9.0,,,
32,01/01/2025,60195001,25.6,ug/m3 LC,82.0,California,Fresno,36.819449,-119.716433,0.026,ppm,24.0,21.8,ppb,20.0,0.6,ppm,7.0
33,01/01/2025,60195025,54.1,ug/m3 LC,147.0,California,Fresno,36.72639,-119.733,,,,,,,,,
34,01/01/2025,60210003,10.2,ug/m3 LC,53.0,California,Glenn,39.53387,-122.190834,0.022,ppm,20.0,,,,,,
35,01/01/2025,60230006,11.5,ug/m3 LC,55.0,California,Humboldt,41.0471169849594,-123.67523342371,,,,,,,,,
36,01/01/2025,60231004,0.7,ug/m3 LC,4.0,California,Humboldt,40.7767800009332,-124.17949,0.032,ppm,30.0,,,,,,
37,01/01/2025,60231004,0.7,ug/m3 LC,4.0,California,Humboldt,40.7767800009332,-124.17949,0.032,ppm,30.0,,,,,,
38,01/01/2025,60250005,27.0,ug/m3 LC,84.0,California,Imperial,32.67618,-115.48307,0.039,ppm,36.0,30.9,ppb,28.0,,,
39,01/01/2025,60250005,32.0,ug/m3 LC,94.0,California,Imperial,32.67618,-115.48307,0.039,ppm,36.0,30.9,ppb,28.0,,,
40,01/01/2025,60250005,26.7,ug/m3 LC,84.0,California,Imperial,32.67618,-115.48307,0.039,ppm,36.0,30.9,ppb,28.0,,,
41,01/01/2025,60250007,15.7,ug/m3 LC,63.0,California,Imperial,32.97833,-115.53917,,,,,,,,,
42,01/01/2025,60251003,10.3,ug/m3 LC,53.0,California,Imperial,32.79222,-115.56306,,,,22.1,ppb,21.0,,,
43,01/01/2025,60254003,,,,California,Imperial,33.0325,-115.62361,0.041,ppm,38.0,,,,,,
44,01/01/2025,60254004,,,,California,Imperial,33.213611,-115.54528,0.039,ppm,36.0,,,,,,
45,01/01/2025,60270002,2.6,ug/m3 LC,14.0,California,Inyo,37.360684,-118.330783,0.033,ppm,31.0,,,,0.1,ppm,1.0
46,01/01/2025,60270002,5.7,ug/m3 LC,32.0,California,Inyo,37.360684,-118.330783,0.033,ppm,31.0,,,,0.1,ppm,1.0
47,01/01/2025,60270101,,,,California,Inyo,36.508611,-116.847778,0.036,ppm,33.0,,,,,,
48,01/01/2025,60271003,1.3,ug/m3 LC,7.0,California,Inyo,36.487823,-117.871036,,,,,,,,,
49,01/01/2025,60271003,2.2,ug/m3 LC,12.0,California,Inyo,36.487823,-117.871036,,,,,,,,,
50,01/01/2025,60271018,0.9,ug/m3 LC,5.0,California,Inyo,36.5955560009034,-118.049167,,,,,,,,,
51,01/01/2025,60271023,27.4,ug/m3 LC,85.0,California,Inyo,37.3621369693511,-118.417477920338,,,,,,,,,
52,01/01/2025,60271033,4.1,ug/m3 LC,23.0,California,Inyo,37.155494,-118.293547,,,,,,,,,
53,01/01/2025,60290007,,,,California,Kern,35.345607,-118.851825,0.028,ppm,26.0,8.7,ppb,8.0,,,
54,01/01/2025,60290008,,,,California,Kern,35.051454,-119.40262,0.029,ppm,27.0,,,,,,
55,01/01/2025,60290010,30.1,ug/m3 LC,90.0,California,Kern,35.385574,-119.015009,,,,,,,,,
56,01/01/2025,60290014,29.5,ug/m3 LC,89.0,California,Kern,35.356615,-119.062613,0.025,ppm,23.0,24.7,ppb,23.0,,,
57,01/01/2025,60290014,29.7,ug/m3 LC,89.0,California,Kern,35.356615,-119.062613,0.025,ppm,23.0,24.7,ppb,23.0,,,
58,01/01/2025,60290014,25.3,ug/m3 LC,81.0,California,Kern,35.356615,-119.062613,0.025,ppm,23.0,24.7,ppb,23.0,,,
59,01/01/2025,60290018,2.9,ug/m3 LC,16.0,California,Kern,35.6429431008838,-117.715066487047,,,,,,,,,
60,01/01/2025,60290020,2.3,ug/m3 LC,13.0,California,Kern,35.04944,-118.18893,0.037,ppm,34.0,,,,,,
61,01/01/2025,60290232,,,,California,Kern,35.438035,-119.016787,0.026,ppm,24.0,,,,,,
62,01/01/2025,60292009,1.6,ug/m3 LC,9.0,California,Kern,34.841567,-118.860588,,,,,,,,,
63,01/01/2025,60292012,,,,California,Kern,35.331612,-118.999961,0.024,ppm,22.0,25.7,ppb,24.0,0.5,ppm,6.0
64,01/01/2025,60292019,,,,California,Kern,35.376952780891,-119.04388889,,,,15.0,ppb,14.0,,,
65,01/01/2025,60295002,,,,California,Kern,35.23918,-118.78863,0.028,ppm,26.0,,,,,,
66,01/01/2025,60296001,,,,California,Kern,35.5035870931035,-119.272606218402,0.027,ppm,25.0,15.2,ppb,14.0,,,
67,01/01/2025,60310004,15.9,ug/m3 LC,64.0,California,Kings,36.102244,-119.56565,,,,,,,,,
68,01/01/2025,60311004,20.7,ug/m3 LC,73.0,California,Kings,36.31567,-119.643447,0.024,ppm,22.0,20.6,ppb,19.0,,,
69,01/01/2025,60333002,3.6,ug/m3 LC,20.0,California,Lake,39.0189300009231,-122.91333,0.022,ppm,20.0,,,,,,
70,01/01/2025,60370016,11.3,ug/m3 LC,55.0,California,Los Angeles,34.14435,-117.85036,0.037,ppm,34.0,27.0,ppb,25.0,0.5,ppm,6.0
71,01/01/2025,60370113,,,,California,Los Angeles,34.05111,-118.45636,0.03,ppm,28.0,26.5,ppb,25.0,,,
72,01/01/2025,60371103,32.4,ug/m3 LC,94.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,34.0,ppb,32.0,1.1,ppm,13.0
73,01/01/2025,60371103,32.4,ug/m3 LC,94.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,33.2,ppb,31.0,1.1,ppm,13.0
74,01/01/2025,60371103,33.4,ug/m3 LC,96.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,34.0,ppb,32.0,1.1,ppm,13.0
75,01/01/2025,60371103,33.4,ug/m3 LC,96.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,33.2,ppb,31.0,1.1,ppm,13.0
76,01/01/2025,60371103,32.7,ug/m3 LC,95.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,34.0,ppb,32.0,1.1,ppm,13.0
77,01/01/2025,60371103,32.7,ug/m3 LC,95.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,33.2,ppb,31.0,1.1,ppm,13.0
78,01/01/2025,60371103,34.5,ug/m3 LC,98.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,34.0,ppb,32.0,1.1,ppm,13.0
79,01/01/2025,60371103,34.5,ug/m3 LC,98.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,33.2,ppb,31.0,1.1,ppm,13.0
80,01/01/2025,60371103,35.4,ug/m3 LC,100.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,34.0,ppb,32.0,1.1,ppm,13.0
81,01/01/2025,60371103,35.4,ug/m3 LC,100.0,California,Los Angeles,34.0665900008759,-118.22688,0.029,ppm,27.0,33.2,ppb,31.0,1.1,ppm,13.0
82,01/01/2025,60371201,45.1,ug/m3 LC,125.0,California,Los Angeles,34.19925,-118.53276,0.035,ppm,32.0,34.1,ppb,32.0,1.9,ppm,22.0
83,01/01/2025,60371201,47.0,ug/m3 LC,129.0,California,Los Angeles,34.19925,-118.53276,0.035,ppm,32.0,34.1,ppb,32.0,1.9,ppm,22.0
84,01/01/2025,60371302,53.2,ug/m3 LC,145.0,California,Los Angeles,33.9013890008739,-118.205,0.031,ppm,29.0,25.6,ppb,24.0,1.5,ppm,17.0
85,01/01/2025,60371302,50.8,ug/m3 LC,139.0,California,Los Angeles,33.9013890008739,-118.205,0.031,ppm,29.0,25.6,ppb,24.0,1.5,ppm,17.0
86,01/01/2025,60371602,41.8,ug/m3 LC,117.0,California,Los Angeles,34.0102900008752,-118.0685,0.026,ppm,24.0,31.2,ppb,29.0,1.0,ppm,11.0
87,01/01/2025,60371701,,,,California,Los Angeles,34.06703,-117.7514,0.034,ppm,31.0,39.9,ppb,37.0,1.0,ppm,11.0
88,01/01/2025,60372005,21.6,ug/m3 LC,74.0,California,Los Angeles,34.1326,-118.1272,0.035,ppm,32.0,35.8,ppb,33.0,1.0,ppm,11.0
89,01/01/2025,60374008,40.3,ug/m3 LC,113.0,California,Los Angeles,33.8596620008734,-118.200707,,,,31.9,ppb,29.0,,,
90,01/01/2025,60374009,49.3,ug/m3 LC,135.0,California,Los Angeles,33.7937130008725,-118.171019,0.028,ppm,26.0,26.6,ppb,25.0,,,
91,01/01/2025,60374009,43.9,ug/m3 LC,122.0,California,Los Angeles,33.7937130008725,-118.171019,0.028,ppm,26.0,26.6,ppb,25.0,,,
92,01/01/2025,60374010,50.1,ug/m3 LC,137.0,California,Los Angeles,34.1819770008773,-118.363036,0.036,ppm,33.0,31.7,ppb,29.0,,,
93,01/01/2025,60376012,10.6,ug/m3 LC,54.0,California,Los Angeles,34.38344,-118.5284,0.042,ppm,39.0,,,,0.4,ppm,5.0
94,01/01/2025,60379035,3.3,ug/m3 LC,18.0,California,Los Angeles,34.725389,-118.178601,0.04,ppm,37.0,10.2,ppb,9.0,,,
95,01/01/2025,60390004,,,,California,Madera,36.867125,-120.010158,0.029,ppm,27.0,12.9,ppb,11.0,,,
96,01/01/2025,60392010,27.8,ug/m3 LC,86.0,California,Madera,36.953256,-120.034203,0.026,ppm,24.0,,,,,,
97,01/01/2025,60410001,6.1,ug/m3 LC,34.0,California,Marin,37.97231,-122.520004,0.015,ppm,14.0,,,,,,
98,01/01/2025,60410002,2.5,ug/m3 LC,14.0,California,Marin,38.122978522,-122.909439692,,,,,,,,,
99,01/01/2025,60430003,0.4,ug/m3 LC,2.0,California,Mariposa,37.71325,-119.7062,0.045,ppm,42.0,,,,,,
100,01/01/2025,60430003,0.4,ug/m3 LC,2.0,California,Mariposa,37.71325,-119.7062,0.045,ppm,42.0,,,,,,
101,01/01/2025,60450006,10.4,ug/m3 LC,53.0,California,Mendocino,39.15047,-123.20655,,,,,,,,,
102,01/01/2025,60450008,,,,California,Mendocino,39.14566,-123.20298,0.018,ppm,17.0,,,,,,
103,01/01/2025,60450011,,,,California,Mendocino,39.1252758,-123.2024482,0.018,ppm,17.0,,,,,,
104,01/01/2025,60452003,6.6,ug/m3 LC,37.0,California,Mendocino,39.39861,-123.35872,,,,,,,,,
105,01/01/2025,60472024,17.4,ug/m3 LC,66.0,California,Merced,37.289732,-120.429718,0.026,ppm,24.0,,,,,,
106,01/01/2025,60472510,20.6,ug/m3 LC,72.0,California,Merced,37.30832,-120.480456,,,,,,,,,
107,01/01/2025,60510001,1.8,ug/m3 LC,10.0,California,Mono,37.64571,-118.96652,,,,,,,,,
108,01/01/2025,60510005,0.6,ug/m3 LC,3.0,California,Mono,37.962069,-119.120278,,,,,,,,,
109,01/01/2025,60530002,1.8,ug/m3 LC,10.0,California,Monterey,36.4818700009023,-121.73333,0.032,ppm,30.0,,,,,,
110,01/01/2025,60530008,5.5,ug/m3 LC,31.0,California,Monterey,36.2092860008996,-121.126371,0.03,ppm,28.0,,,,,,
111,01/01/2025,60531003,11.5,ug/m3 LC,55.0,California,Monterey,36.6942610009043,-121.623271,0.029,ppm,27.0,19.0,ppb,18.0,0.6,ppm,7.0
112,01/01/2025,60531003,12.6,ug/m3 LC,58.0,California,Monterey,36.6942610009043,-121.623271,0.029,ppm,27.0,19.0,ppb,18.0,0.6,ppm,7.0
113,01/01/2025,60570005,3.0,ug/m3 LC,17.0,California,Nevada,39.2334770009245,-121.055608,0.038,ppm,35.0,,,,,,
114,01/01/2025,60571001,-0.6,ug/m3 LC,0.0,California,Nevada,39.3278300009251,-120.184592,,,,,,,,,
115,01/01/2025,60590007,54.5,ug/m3 LC,148.0,California,Orange,33.83062,-117.93845,0.024,ppm,22.0,28.8,ppb,26.0,1.0,ppm,11.0
116,01/01/2025,60590007,50.9,ug/m3 LC,139.0,California,Orange,33.83062,-117.93845,0.024,ppm,22.0,28.8,ppb,26.0,1.0,ppm,11.0
117,01/01/2025,60590007,54.8,ug/m3 LC,149.0,California,Orange,33.83062,-117.93845,0.024,ppm,22.0,28.8,ppb,26.0,1.0,ppm,11.0
118,01/01/2025,60590008,,,,California,Orange,33.819305,-117.918759,,,,33.6,ppb,31.0,1.3,ppm,15.0
119,01/01/2025,60595001,,,,California,Orange,33.92513,-117.95264,0.025,ppm,23.0,31.3,ppb,29.0,0.9,ppm,10.0
120,01/01/2025,60610003,7.4,ug/m3 LC,41.0,California,Placer,38.93568,-121.09959,0.019,ppm,18.0,,,,,,
121,01/01/2025,60610004,1.7,ug/m3 LC,9.0,California,Placer,39.100174496,-120.953831711,0.026,ppm,24.0,,,,,,
122,01/01/2025,60610006,13.3,ug/m3 LC,59.0,California,Placer,38.74643,-121.26498,0.017,ppm,16.0,14.4,ppb,13.0,,,
123,01/01/2025,60611004,5.4,ug/m3 LC,30.0,California,Placer,39.1660166666667,-120.148833333333,0.044,ppm,41.0,,,,,,
124,01/01/2025,60612003,13.9,ug/m3 LC,60.0,California,Placer,38.867937000922,-121.338353,0.011,ppm,10.0,,,,,,
125,01/01/2025,60631006,12.9,ug/m3 LC,58.0,California,Plumas,39.9395670009288,-120.944376,,,,,,,,,
126,01/01/2025,60631007,20.2,ug/m3 LC,72.0,California,Plumas,40.3096440009309,-121.227848,,,,,,,,,
127,01/01/2025,60631010,27.4,ug/m3 LC,85.0,California,Plumas,39.81336,-120.47069,,,,,,,,,
128,01/01/2025,60650009,12.9,ug/m3 LC,58.0,California,Riverside,33.4478670008682,-117.088649,0.044,ppm,41.0,,,,,,
129,01/01/2025,60650009,13.3,ug/m3 LC,59.0,California,Riverside,33.4478670008682,-117.088649,0.044,ppm,41.0,,,,,,
130,01/01/2025,60650010,,,,California,Riverside,33.747236000872,-115.820124,0.042,ppm,39.0,,,,,,
131,01/01/2025,60650012,2.5,ug/m3 LC,14.0,California,Riverside,33.92086,-116.85841,0.047,ppm,44.0,19.9,ppb,18.0,,,
132,01/01/2025,60650016,8.0,ug/m3 LC,44.0,California,Riverside,33.5830180008699,-117.072202,0.043,ppm,40.0,,,,,,
133,01/01/2025,60650500,9.2,ug/m3 LC,51.0,California,Riverside,33.7196900008716,-116.1897,,,,,,,,,
134,01/01/2025,60651016,0.1,ug/m3 LC,1.0,California,Riverside,33.9447129,-116.830074,0.046,ppm,43.0,,,,,,
135,01/01/2025,60651016,2.2,ug/m3 LC,12.0,California,Riverside,33.9447129,-116.830074,0.046,ppm,43.0,,,,,,
136,01/01/2025,60652007,10.8,ug/m3 LC,54.0,California,Riverside,33.72537,-116.206842,0.042,ppm,39.0,,,,,,
137,01/01/2025,60652007,11.4,ug/m3 LC,55.0,California,Riverside,33.72537,-116.206842,0.042,ppm,39.0,,,,,,
138,01/01/2025,60655001,5.5,ug/m3 LC,31.0,California,Riverside,33.85275,-116.54101,0.043,ppm,40.0,22.1,ppb,21.0,0.3,ppm,3.0
139,01/01/2025,60658001,48.5,ug/m3 LC,133.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,40.1,ppb,38.0,1.3,ppm,15.0
140,01/01/2025,60658001,48.5,ug/m3 LC,133.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,40.1,ppb,38.0,1.3,ppm,15.0
141,01/01/2025,60658001,48.5,ug/m3 LC,133.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,36.1,ppb,34.0,1.3,ppm,15.0
142,01/01/2025,60658001,48.5,ug/m3 LC,133.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,36.1,ppb,34.0,1.3,ppm,15.0
143,01/01/2025,60658001,50.0,ug/m3 LC,137.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,40.1,ppb,38.0,1.3,ppm,15.0
144,01/01/2025,60658001,50.0,ug/m3 LC,137.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,40.1,ppb,38.0,1.3,ppm,15.0
145,01/01/2025,60658001,50.0,ug/m3 LC,137.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,36.1,ppb,34.0,1.3,ppm,15.0
146,01/01/2025,60658001,50.0,ug/m3 LC,137.0,California,Riverside,33.9995800008751,-117.41601,0.039,ppm,36.0,36.1,ppb,34.0,1.3,ppm,15.0
147,01/01/2025,60658005,76.7,ug/m3 LC,166.0,California,Riverside,33.996360000875,-117.4924,0.035,ppm,32.0,31.2,ppb,29.0,2.2,ppm,25.0
148,01/01/2025,60658005,75.3,ug/m3 LC,165.0,California,Riverside,33.996360000875,-117.4924,0.035,ppm,32.0,31.2,ppb,29.0,2.2,ppm,25.0
149,01/01/2025,60659001,16.5,ug/m3 LC,65.0,California,Riverside,33.67649,-117.33098,0.046,ppm,43.0,25.4,ppb,24.0,0.5,ppm,6.0
150,01/01/2025,60659003,,,,California,Riverside,33.61235,-114.60209,0.032,ppm,30.0,,,,,,
151,01/01/2025,60670006,18.1,ug/m3 LC,68.0,California,Sacramento,38.6137790009202,-121.368014,,,,14.0,ppb,13.0,0.5,ppm,6.0
152,01/01/2025,60670006,18.5,ug/m3 LC,69.0,California,Sacramento,38.6137790009202,-121.368014,,,,14.0,ppb,13.0,0.5,ppm,6.0
153,01/01/2025,60670006,17.5,ug/m3 LC,67.0,California,Sacramento,38.6137790009202,-121.368014,,,,14.0,ppb,13.0,0.5,ppm,6.0
154,01/01/2025,60670010,18.9,ug/m3 LC,69.0,California,Sacramento,38.56844,-121.49311,0.014,ppm,13.0,,,,,,
155,01/01/2025,60670010,20.7,ug/m3 LC,73.0,California,Sacramento,38.56844,-121.49311,0.014,ppm,13.0,,,,,,
156,01/01/2025,60670010,21.0,ug/m3 LC,73.0,California,Sacramento,38.56844,-121.49311,0.014,ppm,13.0,,,,,,
157,01/01/2025,60670011,,,,California,Sacramento,38.302591,-121.420838,0.017,ppm,16.0,,,,,,
158,01/01/2025,60670012,12.1,ug/m3 LC,57.0,California,Sacramento,38.683304,-121.164457,0.019,ppm,18.0,8.0,ppb,8.0,,,
159,01/01/2025,60670012,12.2,ug/m3 LC,57.0,California,Sacramento,38.683304,-121.164457,0.019,ppm,18.0,8.0,ppb,8.0,,,
160,01/01/2025,60670015,19.7,ug/m3 LC,71.0,California,Sacramento,38.593322,-121.503795,,,,20.0,ppb,19.0,0.7,ppm,8.0
161,01/01/2025,60675003,11.4,ug/m3 LC,55.0,California,Sacramento,38.494475,-121.211131,0.018,ppm,17.0,,,,,,
162,01/01/2025,60690002,3.6,ug/m3 LC,20.0,California,San Benito,36.8434250009057,-121.3621,0.028,ppm,26.0,,,,,,
163,01/01/2025,60690003,3.7,ug/m3 LC,21.0,California,San Benito,36.48324,-121.15688,0.036,ppm,33.0,,,,,,
164,01/01/2025,60710001,,,,California,San Bernardino,34.89405,-117.02471,0.031,ppm,29.0,43.3,ppb,41.0,,,
165,01/01/2025,60710005,12.2,ug/m3 LC,57.0,California,San Bernardino,34.2431,-117.27235,0.041,ppm,38.0,,,,,,
166,01/01/2025,60710026,,,,California,San Bernardino,34.0681200008759,-117.52579,,,,44.4,ppb,42.0,0.9,ppm,10.0
167,01/01/2025,60710027,38.5,ug/m3 LC,108.0,California,San Bernardino,34.030833,-117.61722,,,,41.6,ppb,39.0,,,
168,01/01/2025,60710027,37.6,ug/m3 LC,106.0,California,San Bernardino,34.030833,-117.61722,,,,41.6,ppb,39.0,,,
169,01/01/2025,60710306,20.2,ug/m3 LC,72.0,California,San Bernardino,34.5109611108812,-117.32554,0.037,ppm,34.0,31.2,ppb,29.0,,,
170,01/01/2025,60710306,20.7,ug/m3 LC,73.0,California,San Bernardino,34.5109611108812,-117.32554,0.037,ppm,34.0,31.2,ppb,29.0,,,
171,01/01/2025,60711234,,,,California,San Bernardino,35.77446,-117.3721,0.03,ppm,28.0,11.6,ppb,10.0,,,
172,01/01/2025,60712002,27.2,ug/m3 LC,85.0,California,San Bernardino,34.10002,-117.49201,0.037,ppm,34.0,51.5,ppb,48.0,0.9,ppm,10.0
173,01/01/2025,60712002,29.2,ug/m3 LC,88.0,California,San Bernardino,34.10002,-117.49201,0.037,ppm,34.0,51.5,ppb,48.0,0.9,ppm,10.0
174,01/01/2025,60712002,28.8,ug/m3 LC,88.0,California,San Bernardino,34.10002,-117.49201,0.037,ppm,34.0,51.5,ppb,48.0,0.9,ppm,10.0
175,01/01/2025,60714001,,,,California,San Bernardino,34.41651,-117.28563,0.038,ppm,35.0,,,,,,
176,01/01/2025,60714003,,,,California,San Bernardino,34.05977,-117.14731,0.042,ppm,39.0,,,,,,
177,01/01/2025,60718001,19.2,ug/m3 LC,70.0,California,San Bernardino,34.2646400008783,-116.86147,,,,,,,,,
178,01/01/2025,60719002,1.4,ug/m3 LC,8.0,California,San Bernardino,34.06957,-116.38893,0.046,ppm,43.0,,,,,,
179,01/01/2025,60719004,46.8,ug/m3 LC,129.0,California,San Bernardino,34.1066780008763,-117.274063,0.038,ppm,35.0,40.3,ppb,38.0,1.7,ppm,19.0
180,01/01/2025,60719010,0.7,ug/m3 LC,4.0,California,San Bernardino,34.1939253249244,-116.914063106369,,,,,,,,,
181,01/01/2025,60730001,48.7,ug/m3 LC,134.0,California,San Diego,32.6312420008573,-117.059088,0.039,ppm,36.0,24.2,ppb,23.0,,,
182,01/01/2025,60730077,1.6,ug/m3 LC,9.0,California,San Diego,32.6509000008575,-116.365,,,,,,,,,
183,01/01/2025,60731006,4.1,ug/m3 LC,23.0,California,San Diego,32.8423180008601,-116.768293,0.049,ppm,45.0,10.0,ppb,9.0,,,
184,01/01/2025,60731008,27.6,ug/m3 LC,85.0,California,San Diego,33.217046,-117.396249,0.039,ppm,36.0,15.5,ppb,14.0,,,
185,01/01/2025,60731014,69.4,ug/m3 LC,161.0,California,San Diego,32.578165,-116.921374,0.042,ppm,39.0,32.7,ppb,30.0,,,
186,01/01/2025,60731016,21.0,ug/m3 LC,73.0,California,San Diego,32.8457090008602,-117.123964,0.035,ppm,32.0,14.2,ppb,13.0,,,
187,01/01/2025,60731016,18.3,ug/m3 LC,68.0,California,San Diego,32.8457090008602,-117.123964,0.035,ppm,32.0,14.2,ppb,13.0,,,
188,01/01/2025,60731017,20.7,ug/m3 LC,73.0,California,San Diego,32.985428,-117.082198,,,,21.9,ppb,20.0,0.9,ppm,10.0
189,01/01/2025,60731022,36.4,ug/m3 LC,103.0,California,San Diego,32.7895650008594,-116.944308,0.038,ppm,35.0,22.4,ppb,21.0,0.8,ppm,9.0
190,01/01/2025,60731022,32.7,ug/m3 LC,95.0,California,San Diego,32.7895650008594,-116.944308,0.038,ppm,35.0,22.4,ppb,21.0,0.8,ppm,9.0
191,01/01/2025,60731025,59.2,ug/m3 LC,154.0,California,San Diego,32.552824,-117.047345,,,,26.7,ppb,25.0,0.9,ppm,10.0
192,01/01/2025,60731026,32.6,ug/m3 LC,95.0,California,San Diego,32.7101770008584,-117.142665,0.031,ppm,29.0,31.5,ppb,29.0,,,
193,01/01/2025,60731201,16.4,ug/m3 LC,65.0,California,San Diego,33.3625928342781,-117.090229999878,0.024,ppm,22.0,,,,,,
194,01/01/2025,60739991,,,,California,San Diego,32.725189,-116.36441,0.05,ppm,46.0,,,,,,
195,01/01/2025,60750005,10.7,ug/m3 LC,54.0,California,San Francisco,37.765946,-122.399044,0.015,ppm,14.0,,,,,,
