,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,diff,isFire,fire_cat,geometry,index_right,poly_IncidentName,poly_GISAcres,attr_FireCause,attr_POOState,attr_FireOutDateTime,attr_POOCounty,attr_FireDiscoveryDateTime,attr_ICS209RptForTimePeriodFrom,attr_ContainmentDateTime,in_named_fire,endFire
29718,29718,29718,29718,29718,29718,29718,29718,29718,36.92804,-118.99434,345.8,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,310.38,17.06,N,0,35.420000000000016,1,1,POINT (-118.99434 36.92804),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29719,29719,29719,29719,29719,29719,29719,29719,29719,36.92735,-118.98985,334.47,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,293.2,4.24,N,0,41.27000000000004,1,0,POINT (-118.98985 36.92735),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29720,29720,29720,29720,29720,29720,29720,29720,29720,36.92667,-118.98538,331.72,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,291.44,4.24,N,0,40.28000000000003,1,0,POINT (-118.98538 36.92667),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29721,29721,29721,29721,29721,29721,29721,29721,29721,36.926,-118.98096,347.78,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,302.44,17.12,N,0,45.339999999999975,1,1,POINT (-118.98096 36.926),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29722,29722,29722,29722,29722,29722,29722,29722,29722,36.93697,-119.05398,306.36,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.4,1.08,N,0,17.960000000000036,1,0,POINT (-119.05398 36.93697),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29723,29723,29723,29723,29723,29723,29723,29723,29723,36.92675,-119.00832,330.18,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,295.03,22.54,N,0,35.150000000000034,1,1,POINT (-119.00832 36.92675),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29724,29724,29724,29724,29724,29724,29724,29724,29724,36.92609,-119.00396,344.78,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,311.17,22.54,N,0,33.60999999999996,1,1,POINT (-119.00396 36.92609),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29725,29725,29725,29725,29725,29725,29725,29725,29725,36.92542,-118.99952,338.88,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.07,17.06,N,0,44.81,1,1,POINT (-118.99952 36.92542),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29726,29726,29726,29726,29726,29726,29726,29726,29726,36.92474,-118.99506,325.51,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,292.16,17.06,N,0,33.349999999999966,1,1,POINT (-118.99506 36.92474),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29727,29727,29727,29727,29727,29727,29727,29727,29727,36.92339,-118.98616,340.14,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,291.23,4.24,N,0,48.90999999999997,1,0,POINT (-118.98616 36.92339),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29728,29728,29728,29728,29728,29728,29728,29728,29728,36.92272,-118.98176,343.73,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.17,17.12,N,0,49.56,1,1,POINT (-118.98176 36.92272),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29729,29729,29729,29729,29729,29729,29729,29729,29729,36.93695,-119.07654,315.35,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.47,2.59,N,0,27.879999999999995,1,0,POINT (-119.07654 36.93695),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29730,29730,29730,29730,29730,29730,29730,29730,29730,36.93631,-119.07224,317.77,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.54,2.59,N,0,30.22999999999996,1,0,POINT (-119.07224 36.93631),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29731,29731,29731,29731,29731,29731,29731,29731,29731,36.93566,-119.06789,301.94,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.17,1.76,N,0,14.769999999999982,1,0,POINT (-119.06789 36.93566),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29732,29732,29732,29732,29732,29732,29732,29732,29732,36.92406,-118.9906,319.38,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,290.76,4.24,N,0,28.620000000000005,1,0,POINT (-118.9906 36.92406),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29733,29733,29733,29733,29733,29733,29733,29733,29733,36.92346,-119.00906,321.62,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,293.19,2.91,N,0,28.430000000000007,1,0,POINT (-119.00906 36.92346),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29734,29734,29734,29734,29734,29734,29734,29734,29734,36.92279,-119.00468,331.01,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,293.55,2.91,N,0,37.45999999999998,1,0,POINT (-119.00468 36.92279),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29735,29735,29735,29735,29735,29735,29735,29735,29735,36.9201,-118.98691,348.36,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,293.5,4.13,N,0,54.860000000000014,1,0,POINT (-118.98691 36.9201),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29736,29736,29736,29736,29736,29736,29736,29736,29736,36.93304,-119.07312,299.27,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,286.45,0.53,N,0,12.819999999999993,1,0,POINT (-119.07312 36.93304),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29737,29737,29737,29737,29737,29737,29737,29737,29737,36.92411,-119.0134,310.82,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,292.57,0.83,N,0,18.25,1,0,POINT (-119.0134 36.92411),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29738,29738,29738,29738,29738,29738,29738,29738,29738,36.92212,-119.00024,307.48,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,290.29,0.89,N,0,17.189999999999998,1,0,POINT (-119.00024 36.92212),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29739,29739,29739,29739,29739,29739,29739,29739,29739,36.92144,-118.99577,306.32,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.52,0.89,N,0,17.80000000000001,1,0,POINT (-118.99577 36.92144),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29740,29740,29740,29740,29740,29740,29740,29740,29740,36.92076,-118.99133,311.93,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.35,4.13,N,0,23.579999999999984,1,0,POINT (-118.99133 36.92076),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29741,29741,29741,29741,29741,29741,29741,29741,29741,36.93235,-119.09122,320.73,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.3,1.35,N,0,31.430000000000007,1,0,POINT (-119.09122 36.93235),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29742,29742,29742,29742,29742,29742,29742,29742,29742,36.91747,-118.99203,330.05,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.68,4.13,N,0,40.370000000000005,1,0,POINT (-118.99203 36.91747),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29743,29743,29743,29743,29743,29743,29743,29743,29743,36.91681,-118.98763,332.6,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.11,4.13,N,0,44.49000000000001,1,0,POINT (-118.98763 36.91681),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29744,29744,29744,29744,29744,29744,29744,29744,29744,36.92081,-119.01418,304.42,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,290.92,0.83,N,0,13.5,1,0,POINT (-119.01418 36.92081),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29745,29745,29745,29745,29745,29745,29745,29745,29745,36.91881,-119.00091,300.71,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.29,0.89,N,0,11.419999999999959,1,0,POINT (-119.00091 36.91881),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29746,29746,29746,29746,29746,29746,29746,29746,29746,36.91814,-118.99644,315.04,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.15,0.89,N,0,25.890000000000043,1,0,POINT (-118.99644 36.91814),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29747,29747,29747,29747,29747,29747,29747,29747,29747,36.91417,-118.99271,333.78,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,290.49,3.4,N,0,43.289999999999964,1,0,POINT (-118.99271 36.91417),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29748,29748,29748,29748,29748,29748,29748,29748,29748,36.92907,-119.09206,311.14,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.02,1.91,N,0,22.120000000000005,1,0,POINT (-119.09206 36.92907),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29749,29749,29749,29749,29749,29749,29749,29749,29749,36.91483,-118.9971,304.02,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.38,0.87,N,0,16.639999999999986,1,0,POINT (-118.9971 36.91483),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29750,29750,29750,29750,29750,29750,29750,29750,29750,36.92716,-119.102,325.08,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.52,2.39,N,0,30.560000000000002,1,0,POINT (-119.102 36.92716),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29751,29751,29751,29751,29751,29751,29751,29751,29751,36.91218,-119.00214,303.1,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,286.85,0.87,N,0,16.25,1,0,POINT (-119.00214 36.91218),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29752,29752,29752,29752,29752,29752,29752,29752,29752,36.90955,-119.00728,308.02,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.16,0.97,N,0,19.859999999999957,1,0,POINT (-119.00728 36.90955),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29753,29753,29753,29753,29753,29753,29753,29753,29753,36.90888,-119.00286,306.09,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,285.66,0.6,N,0,20.42999999999995,1,0,POINT (-119.00286 36.90888),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29754,29754,29754,29754,29754,29754,29754,29754,29754,36.90693,-119.01244,309.3,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.53,0.97,N,0,20.77000000000004,1,0,POINT (-119.01244 36.90693),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29755,29755,29755,29755,29755,29755,29755,29755,29755,36.9043,-119.01762,336.31,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,292.1,5.87,N,0,44.20999999999998,1,1,POINT (-119.01762 36.9043),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29756,29756,29756,29756,29756,29756,29756,29756,29756,36.91542,-119.09185,311.11,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.76,4.27,N,0,16.350000000000023,1,0,POINT (-119.09185 36.91542),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29757,29757,29757,29757,29757,29757,29757,29757,29757,36.90363,-119.01316,305.36,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,288.83,1.73,N,0,16.53000000000003,1,0,POINT (-119.01316 36.90363),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29759,29759,29759,29759,29759,29759,29759,29759,29759,36.91215,-119.09277,340.77,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,296.83,4.27,N,0,43.94,1,0,POINT (-119.09277 36.91215),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29760,29760,29760,29760,29760,29760,29760,29760,29760,36.90167,-119.02277,332.43,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,290.28,5.87,N,0,42.150000000000034,1,1,POINT (-119.02277 36.90167),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29761,29761,29761,29761,29761,29761,29761,29761,29761,36.901,-119.01836,342.79,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.96,5.87,N,0,52.83000000000004,1,1,POINT (-119.01836 36.901),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29762,29762,29762,29762,29762,29762,29762,29762,29762,36.90034,-119.01393,331.95,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.48,1.73,N,0,42.46999999999997,1,0,POINT (-119.01393 36.90034),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29763,29763,29763,29763,29763,29763,29763,29763,29763,36.89969,-119.00957,327.45,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,290.61,1.73,N,0,36.839999999999975,1,0,POINT (-119.00957 36.89969),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29764,29764,29764,29764,29764,29764,29764,29764,29764,36.90432,-119.04039,306.36,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,292.5,1.72,N,0,13.860000000000014,1,0,POINT (-119.04039 36.90432),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29765,29765,29765,29765,29765,29765,29765,29765,29765,36.90951,-119.09792,333.4,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,296.01,9.75,N,0,37.389999999999986,1,1,POINT (-119.09792 36.90951),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29766,29766,29766,29766,29766,29766,29766,29766,29766,36.90886,-119.09357,349.39,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,300.24,14.38,N,0,49.14999999999998,1,1,POINT (-119.09357 36.90886),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29767,29767,29767,29767,29767,29767,29767,29767,29767,36.89705,-119.01469,331.45,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.96,3.03,N,0,43.49000000000001,1,0,POINT (-119.01469 36.89705),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29769,29769,29769,29769,29769,29769,29769,29769,29769,36.89771,-119.01907,313.1,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.43,1.35,N,0,25.670000000000016,1,0,POINT (-119.01907 36.89771),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29770,29770,29770,29770,29770,29770,29770,29770,29770,36.90687,-119.1031,324.93,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.37,9.75,N,0,30.560000000000002,1,1,POINT (-119.1031 36.90687),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29771,29771,29771,29771,29771,29771,29771,29771,29771,36.90622,-119.0987,354.92,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,301.89,9.75,N,0,53.03000000000003,1,1,POINT (-119.0987 36.90622),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29772,29772,29772,29772,29772,29772,29772,29772,29772,36.90556,-119.09435,367.0,0.39,0.36,2025-08-31,943,N20,VIIRS,h,2,302.09,14.38,N,0,64.91000000000003,1,1,POINT (-119.09435 36.90556),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29773,29773,29773,29773,29773,29773,29773,29773,29773,36.89249,-119.00699,309.5,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,287.32,1.93,N,0,22.180000000000007,1,0,POINT (-119.00699 36.89249),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29774,29774,29774,29774,29774,29774,29774,29774,29774,36.89186,-119.00274,314.91,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,289.35,1.93,N,0,25.560000000000002,1,0,POINT (-119.00274 36.89186),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29775,29775,29775,29775,29775,29775,29775,29775,29775,36.90423,-119.10829,336.26,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,296.57,6.43,N,0,39.69,1,1,POINT (-119.10829 36.90423),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29776,29776,29776,29776,29776,29776,29776,29776,29776,36.90358,-119.10391,350.03,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,299.27,4.22,N,0,50.75999999999999,1,0,POINT (-119.10391 36.90358),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29777,29777,29777,29777,29777,29777,29777,29777,29777,36.90292,-119.09946,336.52,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,296.57,4.22,N,0,39.94999999999999,1,0,POINT (-119.09946 36.90292),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29778,29778,29778,29778,29778,29778,29778,29778,29778,36.90226,-119.09503,307.06,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.81,1.01,N,0,12.25,1,0,POINT (-119.09503 36.90226),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29779,29779,29779,29779,29779,29779,29779,29779,29779,36.9016,-119.09061,307.99,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.33,1.01,N,0,13.660000000000025,1,0,POINT (-119.09061 36.9016),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29781,29781,29781,29781,29781,29781,29781,29781,29781,36.90158,-119.11339,332.52,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,297.4,6.43,N,0,35.120000000000005,1,1,POINT (-119.11339 36.90158),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29782,29782,29782,29782,29782,29782,29782,29782,29782,36.90093,-119.10901,338.65,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,301.46,6.43,N,0,37.19,1,1,POINT (-119.10901 36.90093),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29783,29783,29783,29783,29783,29783,29783,29783,29783,36.90026,-119.10455,316.19,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,295.59,4.22,N,0,20.600000000000023,1,0,POINT (-119.10455 36.90026),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29784,29784,29784,29784,29784,29784,29784,29784,29784,36.89828,-119.11413,308.53,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.44,1.51,N,0,14.089999999999975,1,0,POINT (-119.11413 36.89828),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29785,29785,29785,29785,29785,29785,29785,29785,29785,36.89761,-119.10966,309.09,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.67,1.51,N,0,14.419999999999959,1,0,POINT (-119.10966 36.89761),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29786,29786,29786,29786,29786,29786,29786,29786,29786,36.89366,-119.10599,332.9,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,295.53,1.96,N,0,37.370000000000005,1,0,POINT (-119.10599 36.89366),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29787,29787,29787,29787,29787,29787,29787,29787,29787,36.893,-119.10155,305.23,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,294.19,1.96,N,0,11.04000000000002,1,0,POINT (-119.10155 36.893),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29788,29788,29788,29788,29788,29788,29788,29788,29788,36.89169,-119.11572,312.39,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,295.19,0.97,N,0,17.19999999999999,1,0,POINT (-119.11572 36.89169),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29789,29789,29789,29789,29789,29789,29789,29789,29789,36.89103,-119.11123,308.35,0.39,0.36,2025-08-31,943,N20,VIIRS,n,2,295.42,0.97,N,0,12.930000000000007,1,0,POINT (-119.11123 36.89103),33865.0,Garnet,60022.86,Natural,US-CA,2025-12-01 19:50:00,Fresno,2025-08-24 07:10:00,,,True,2025-12-01 19:50:00
29816,29816,29816,29816,29816,29816,29816,29816,29816,41.80169,-123.18571,335.46,0.73,0.76,2025-08-31,1122,N20,VIIRS,n,2,286.15,11.32,N,0,49.31,1,1,POINT (-123.18571 41.80169),35112.0,Blue,3712.53,Natural,US-CA,2026-03-12 21:09:00,Siskiyou,2025-08-27 03:15:42,,2025-10-13 19:35:00,True,2025-10-13 19:35:00
29817,29817,29817,29817,29817,29817,29817,29817,29817,41.79822,-123.17559,317.53,0.73,0.76,2025-08-31,1122,N20,VIIRS,n,2,287.45,6.68,N,0,30.079999999999984,1,1,POINT (-123.17559 41.79822),35112.0,Blue,3712.53,Natural,US-CA,2026-03-12 21:09:00,Siskiyou,2025-08-27 03:15:42,,2025-10-13 19:35:00,True,2025-10-13 19:35:00
29818,29818,29818,29818,29818,29818,29818,29818,29818,41.79404,-123.18592,324.07,0.73,0.76,2025-08-31,1122,N20,VIIRS,n,2,286.33,6.68,N,0,37.74000000000001,1,1,POINT (-123.18592 41.79404),35112.0,Blue,3712.53,Natural,US-CA,2026-03-12 21:09:00,Siskiyou,2025-08-27 03:15:42,,2025-10-13 19:35:00,True,2025-10-13 19:35:00
29819,29819,29819,29819,29819,29819,29819,29819,29819,41.7892,-123.19427,296.45,0.73,0.76,2025-08-31,1122,N20,VIIRS,n,2,284.06,3.53,N,0,12.389999999999986,1,0,POINT (-123.19427 41.7892),35112.0,Blue,3712.53,Natural,US-CA,2026-03-12 21:09:00,Siskiyou,2025-08-27 03:15:42,,2025-10-13 19:35:00,True,2025-10-13 19:35:00
29820,29820,29820,29820,29820,29820,29820,29820,29820,41.78571,-123.18416,305.25,0.73,0.76,2025-08-31,1122,N20,VIIRS,n,2,286.16,3.53,N,0,19.089999999999975,1,0,POINT (-123.18416 41.78571),35112.0,Blue,3712.53,Natural,US-CA,2026-03-12 21:09:00,Siskiyou,2025-08-27 03:15:42,,2025-10-13 19:35:00,True,2025-10-13 19:35:00
