,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,diff,isFire,fire_cat,geometry,index_right,poly_IncidentName,poly_GISAcres,attr_FireCause,attr_POOState,attr_FireOutDateTime,attr_POOCounty,attr_FireDiscoveryDateTime,attr_ICS209RptForTimePeriodFrom,attr_ContainmentDateTime,in_named_fire,endFire
16342,16342,16342,16342,16342,16342,16342,16342,16342,35.18481,-120.00829,367.0,0.49,0.4,2025-07-04,931,N20,VIIRS,h,2,295.36,33.55,N,0,71.63999999999999,1,2,POINT (-120.00829 35.18481),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16343,16343,16343,16343,16343,16343,16343,16343,16343,35.18417,-120.00287,338.39,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,291.44,7.56,N,0,46.94999999999999,1,1,POINT (-120.00287 35.18417),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16344,16344,16344,16344,16344,16344,16344,16344,16344,35.18239,-120.01985,354.04,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,303.75,37.73,N,0,50.29000000000002,1,2,POINT (-120.01985 35.18239),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16345,16345,16345,16345,16345,16345,16345,16345,16345,35.18176,-120.01441,343.17,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,295.82,4.93,N,0,47.35000000000002,1,0,POINT (-120.01441 35.18176),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16346,16346,16346,16346,16346,16346,16346,16346,16346,35.18047,-120.00352,322.15,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,288.76,1.73,N,0,33.389999999999986,1,0,POINT (-120.00352 35.18047),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16347,16347,16347,16347,16347,16347,16347,16347,16347,35.18111,-120.009,317.69,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,290.06,4.93,N,0,27.629999999999995,1,0,POINT (-120.009 35.18111),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16348,16348,16348,16348,16348,16348,16348,16348,16348,35.17982,-119.99804,299.78,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.75,1.73,N,0,13.029999999999973,1,0,POINT (-119.99804 35.17982),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16349,16349,16349,16349,16349,16349,16349,16349,16349,35.1787,-120.02061,342.62,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,302.98,37.73,N,0,39.639999999999986,1,2,POINT (-120.02061 35.1787),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16350,16350,16350,16350,16350,16350,16350,16350,16350,35.17806,-120.01515,317.8,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,291.36,4.93,N,0,26.439999999999998,1,0,POINT (-120.01515 35.17806),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16351,16351,16351,16351,16351,16351,16351,16351,16351,35.17742,-120.0097,307.72,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.01,4.93,N,0,18.710000000000036,1,0,POINT (-120.0097 35.17742),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16352,16352,16352,16352,16352,16352,16352,16352,16352,35.17677,-120.00418,305.65,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.62,1.73,N,0,18.029999999999973,1,0,POINT (-120.00418 35.17677),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16353,16353,16353,16353,16353,16353,16353,16353,16353,35.17567,-120.02699,339.89,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,294.3,28.48,N,0,45.589999999999975,1,2,POINT (-120.02699 35.17567),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16354,16354,16354,16354,16354,16354,16354,16354,16354,35.17501,-120.02141,345.98,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,306.65,28.48,N,0,39.33000000000004,1,2,POINT (-120.02141 35.17501),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16355,16355,16355,16355,16355,16355,16355,16355,16355,35.17373,-120.01045,301.53,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,288.58,1.71,N,0,12.949999999999989,1,0,POINT (-120.01045 35.17373),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16356,16356,16356,16356,16356,16356,16356,16356,16356,35.17307,-120.00485,316.52,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,288.68,1.75,N,0,27.839999999999975,1,0,POINT (-120.00485 35.17307),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16357,16357,16357,16357,16357,16357,16357,16357,16357,35.17243,-119.99939,303.31,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,285.05,1.75,N,0,18.25999999999999,1,0,POINT (-119.99939 35.17243),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16358,16358,16358,16358,16358,16358,16358,16358,16358,35.17179,-119.99402,298.9,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,284.61,0.99,N,0,14.289999999999964,1,0,POINT (-119.99402 35.17179),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16359,16359,16359,16359,16359,16359,16359,16359,16359,35.17197,-120.02776,329.02,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.23,28.48,N,0,41.789999999999964,1,2,POINT (-120.02776 35.17197),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16360,16360,16360,16360,16360,16360,16360,16360,16360,35.17068,-120.01672,299.61,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,288.75,1.71,N,0,10.860000000000014,1,0,POINT (-120.01672 35.17068),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16361,16361,16361,16361,16361,16361,16361,16361,16361,35.1681,-119.99469,312.94,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.96,0.99,N,0,25.980000000000018,1,0,POINT (-119.99469 35.1681),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16363,16363,16363,16363,16363,16363,16363,16363,16363,35.16827,-120.02842,344.53,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.95,8.71,N,0,54.579999999999984,1,1,POINT (-120.02842 35.16827),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16364,16364,16364,16364,16364,16364,16364,16364,16364,35.16763,-120.02293,335.28,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,290.61,8.71,N,0,44.66999999999996,1,1,POINT (-120.02293 35.16763),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16365,16365,16365,16365,16365,16365,16365,16365,16365,35.16699,-120.01743,307.66,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.69,1.31,N,0,19.970000000000027,1,0,POINT (-120.01743 35.16699),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16366,16366,16366,16366,16366,16366,16366,16366,16366,35.16518,-120.03433,339.42,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,291.7,12.98,N,0,47.72000000000003,1,1,POINT (-120.03433 35.16518),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16367,16367,16367,16367,16367,16367,16367,16367,16367,35.16455,-120.02901,352.5,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,293.92,8.71,N,0,58.579999999999984,1,1,POINT (-120.02901 35.16455),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16368,16368,16368,16368,16368,16368,16368,16368,16368,35.16393,-120.0236,325.66,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.99,8.71,N,0,35.670000000000016,1,1,POINT (-120.0236 35.16393),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16369,16369,16369,16369,16369,16369,16369,16369,16369,35.16329,-120.01814,307.42,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.35,1.31,N,0,20.069999999999993,1,0,POINT (-120.01814 35.16329),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16370,16370,16370,16370,16370,16370,16370,16370,16370,35.16084,-120.02951,329.33,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,290.04,2.34,N,0,39.289999999999964,1,0,POINT (-120.02951 35.16084),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16371,16371,16371,16371,16371,16371,16371,16371,16371,35.16021,-120.02414,321.44,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.64,2.34,N,0,31.80000000000001,1,0,POINT (-120.02414 35.16021),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16372,16372,16372,16372,16372,16372,16372,16372,16372,35.16146,-120.03484,300.44,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.13,1.12,N,0,13.310000000000002,1,0,POINT (-120.03484 35.16146),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16373,16373,16373,16373,16373,16373,16373,16373,16373,35.15511,-119.98047,302.96,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.2,1.31,N,0,16.75999999999999,1,0,POINT (-119.98047 35.15511),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16374,16374,16374,16374,16374,16374,16374,16374,16374,35.15007,-119.93747,296.64,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,283.51,0.73,N,0,13.129999999999995,1,0,POINT (-119.93747 35.15007),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16375,16375,16375,16375,16375,16375,16375,16375,16375,35.14753,-119.91584,302.07,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.64,1.01,N,0,15.430000000000007,1,0,POINT (-119.91584 35.14753),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16376,16376,16376,16376,16376,16376,16376,16376,16376,35.14688,-119.91036,306.83,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.53,1.83,N,0,19.30000000000001,1,0,POINT (-119.91036 35.14688),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16377,16377,16377,16377,16377,16377,16377,16377,16377,35.15773,-120.0353,308.65,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.15,1.12,N,0,21.5,1,0,POINT (-120.0353 35.15773),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16378,16378,16378,16378,16378,16378,16378,16378,16378,35.15711,-120.02993,317.01,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,290.08,2.34,N,0,26.930000000000007,1,0,POINT (-120.02993 35.15711),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16379,16379,16379,16379,16379,16379,16379,16379,16379,35.15649,-120.02464,303.34,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,288.93,2.34,N,0,14.409999999999968,1,0,POINT (-120.02464 35.15649),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16380,16380,16380,16380,16380,16380,16380,16380,16380,35.14639,-119.93826,304.03,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,284.1,0.73,N,0,19.92999999999995,1,0,POINT (-119.93826 35.14639),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16381,16381,16381,16381,16381,16381,16381,16381,16381,35.16659,-120.03045,347.02,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,291.07,8.21,N,0,55.94999999999999,1,1,POINT (-120.03045 35.16659),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16382,16382,16382,16382,16382,16382,16382,16382,16382,35.16592,-120.02505,342.08,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,299.69,6.43,N,0,42.389999999999986,1,1,POINT (-120.02505 35.16592),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16383,16383,16383,16383,16383,16383,16383,16383,16383,35.16526,-120.01961,316.11,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.32,6.43,N,0,28.79000000000002,1,1,POINT (-120.01961 35.16526),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16384,16384,16384,16384,16384,16384,16384,16384,16384,35.16123,-119.98672,297.01,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,284.73,0.76,N,0,12.279999999999973,1,0,POINT (-119.98672 35.16123),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16385,16385,16385,16385,16385,16385,16385,16385,16385,35.15862,-119.96542,297.77,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,282.14,0.6,N,0,15.629999999999995,1,0,POINT (-119.96542 35.15862),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16386,16386,16386,16386,16386,16386,16386,16386,16386,35.16352,-120.03632,327.95,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.88,8.21,N,0,38.06999999999999,1,1,POINT (-120.03632 35.16352),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16387,16387,16387,16387,16387,16387,16387,16387,16387,35.16287,-120.031,326.41,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.74,8.21,N,0,36.670000000000016,1,1,POINT (-120.031 35.16287),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16388,16388,16388,16388,16388,16388,16388,16388,16388,35.16221,-120.02564,325.14,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.78,6.43,N,0,35.360000000000014,1,1,POINT (-120.02564 35.16221),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16389,16389,16389,16389,16389,16389,16389,16389,16389,35.16156,-120.02025,304.98,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.56,6.43,N,0,17.420000000000016,1,1,POINT (-120.02025 35.16156),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16390,16390,16390,16390,16390,16390,16390,16390,16390,35.15687,-119.98199,301.1,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.21,0.92,N,0,14.890000000000043,1,0,POINT (-119.98199 35.15687),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16391,16391,16391,16391,16391,16391,16391,16391,16391,35.15621,-119.97662,297.1,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,284.07,0.92,N,0,13.03000000000003,1,0,POINT (-119.97662 35.15621),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16392,16392,16392,16392,16392,16392,16392,16392,16392,35.14894,-119.91745,302.05,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,285.68,1.27,N,0,16.370000000000005,1,0,POINT (-119.91745 35.14894),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16393,16393,16393,16393,16393,16393,16393,16393,16393,35.14827,-119.91202,308.32,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.55,1.27,N,0,20.769999999999982,1,0,POINT (-119.91202 35.14827),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16394,16394,16394,16394,16394,16394,16394,16394,16394,35.14759,-119.90651,302.75,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.08,0.97,N,0,15.670000000000016,1,0,POINT (-119.90651 35.14759),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16395,16395,16395,16395,16395,16395,16395,16395,16395,35.15914,-120.03145,326.53,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.65,2.23,N,0,36.879999999999995,1,0,POINT (-120.03145 35.15914),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16396,16396,16396,16396,16396,16396,16396,16396,16396,35.15849,-120.02612,324.41,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,290.47,2.39,N,0,33.94,1,0,POINT (-120.02612 35.15849),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16397,16397,16397,16397,16397,16397,16397,16397,16397,35.14792,-119.93979,305.98,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,284.42,1.08,N,0,21.560000000000002,1,0,POINT (-119.93979 35.14792),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16398,16398,16398,16398,16398,16398,16398,16398,16398,35.15541,-120.03188,310.13,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,288.64,2.23,N,0,21.49000000000001,1,0,POINT (-120.03188 35.15541),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16399,16399,16399,16399,16399,16399,16399,16399,16399,35.15477,-120.02659,308.96,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.2,2.39,N,0,19.75999999999999,1,0,POINT (-120.02659 35.15477),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16400,16400,16400,16400,16400,16400,16400,16400,16400,35.15234,-120.03776,295.76,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,284.95,0.8,N,0,10.810000000000002,1,0,POINT (-120.03776 35.15234),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16401,16401,16401,16401,16401,16401,16401,16401,16401,35.1517,-120.03246,308.07,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.33,0.8,N,0,21.74000000000001,1,0,POINT (-120.03246 35.1517),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16402,16402,16402,16402,16402,16402,16402,16402,16402,35.14862,-120.03831,304.43,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,285.34,0.8,N,0,19.090000000000032,1,0,POINT (-120.03831 35.14862),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16403,16403,16403,16403,16403,16403,16403,16403,16403,35.14799,-120.03307,304.17,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,286.6,0.8,N,0,17.569999999999993,1,0,POINT (-120.03307 35.14799),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16404,16404,16404,16404,16404,16404,16404,16404,16404,35.14735,-120.02779,297.75,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.43,1.15,N,0,10.319999999999993,1,0,POINT (-120.02779 35.14735),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16406,16406,16406,16406,16406,16406,16406,16406,16406,35.14427,-120.03361,329.53,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,289.27,1.85,N,0,40.25999999999999,1,0,POINT (-120.03361 35.14427),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16407,16407,16407,16407,16407,16407,16407,16407,16407,35.10933,-119.74825,342.23,0.48,0.4,2025-07-04,931,N20,VIIRS,n,2,290.62,5.85,N,0,51.610000000000014,1,1,POINT (-119.74825 35.10933),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16409,16409,16409,16409,16409,16409,16409,16409,16409,35.14489,-120.03876,304.11,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.35,1.85,N,0,16.75999999999999,1,0,POINT (-120.03876 35.14489),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16410,16410,16410,16410,16410,16410,16410,16410,16410,35.14363,-120.02835,308.72,0.49,0.4,2025-07-04,931,N20,VIIRS,n,2,287.35,1.52,N,0,21.370000000000005,1,0,POINT (-120.02835 35.14363),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16411,16411,16411,16411,16411,16411,16411,16411,16411,35.10998,-119.7535,311.32,0.48,0.4,2025-07-04,931,N20,VIIRS,n,2,285.52,5.85,N,0,25.80000000000001,1,1,POINT (-119.7535 35.10998),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
16412,16412,16412,16412,16412,16412,16412,16412,16412,35.10805,-119.73785,302.06,0.48,0.4,2025-07-04,931,N20,VIIRS,n,2,285.71,6.45,N,0,16.350000000000023,1,1,POINT (-119.73785 35.10805),30910.0,Madre,80779.1,Undetermined,US-CA,2025-07-28 21:30:00,San Luis Obispo,2025-07-02 20:07:00,,2025-07-26 17:25:00,True,2025-07-26 17:25:00
